Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
322,Tingyi Cayman Islands Holding Corp.,"0,0334%",Food Products,KY,"942.983,38 USD",772.491
TATAMTRDVR,Tata Motors Ltd. Class A,"0,0333%",Automobiles,IN,"942.242,29 USD",127.173
600000,Shanghai Pudong Development Bank Co. Ltd. Class A,"0,0333%",Banks,CN,"940.663,92 USD",819.748
PINFRA*,Promotora y Operadora de Infraestructura SAB de CV,"0,0331%",Construction,MX,"936.058,72 USD",85.671
601668,China State Construction Engineering Corp. Ltd. Class A,"0,0331%",Construction,CN,"935.757,68 USD",1.208.000
LTM,Latam Airlines Group SA,"0,0331%",Airlines,CL,"935.167,29 USD",69.568.874
BRFS3,BRF SA,"0,0331%",Food Products,BR,"934.877,12 USD",264.455
AIRPORT,Malaysia Airports Holdings Bhd.,"0,0331%",Transportation Services,MY,"934.448,69 USD",442.500
MRP,Mr Price Group Ltd.,"0,0331%",Apparel Retailers,ZA,"934.181,25 USD",99.089
ENKAI.E,Enka Insaat ve Sanayi AS,"0,033%",Construction,TR,"932.993,79 USD",722.728
600030,CITIC Securities Co. Ltd. Class A,"0,033%",Investment Services,CN,"932.620,42 USD",364.030
LREN3,Lojas Renner SA,"0,033%",Apparel Retailers,BR,"931.728,81 USD",373.249
601857,PetroChina Co. Ltd. Class A,"0,0329%",Integrated Oil and Gas,CN,"930.156,08 USD",666.699
EXX,Exxaro Resources Ltd.,"0,0328%",Coal,ZA,"926.986,60 USD",96.196
QFIN,Qifu Technology Inc. ADR,"0,0328%",Consumer Lending,KY,"926.587,20 USD",47.960
CPIN,Charoen Pokphand Indonesia Tbk PT,"0,0328%","Farming, Fishing, Ranching and Plantatio",ID,"926.528,00 USD",2.895.400
BCI,Banco de Credito e Inversiones SA,"0,0328%",Banks,CL,"926.383,53 USD",32.672
H2O,Societatea De Producere A Energiei Electrice in Hidrocentrale Hidroelectrica SA,"0,0327%",Alternative Electricity,RO,"923.801,77 USD",31.721
OMU,Old Mutual Ltd.,"0,0327%",Life Insurance,ZA,"923.690,12 USD",1.636.009
LICHSGFIN,LIC Housing Finance Ltd.,"0,0326%",Mortgage Finance,IN,"922.309,22 USD",121.679
6770,Powerchip Semiconductor Manufacturing Corp.,"0,0323%",Semiconductors,TW,"912.400,44 USD",1.187.000
MUTHOOTFIN,Muthoot Finance Ltd.,"0,0322%",Consumer Lending,IN,"910.929,05 USD",45.167
6881,China Galaxy Securities Co. Ltd. Class H,"0,0322%",Investment Services,CN,"910.251,36 USD",1.691.500
ASELS.E,Aselsan Elektronik Sanayi Ve Ticaret AS,"0,032%",Defense,TR,"905.046,47 USD",497.031
SISE.E,Turkiye Sise ve Cam Fabrikalari AS,"0,032%",Glass,TR,"904.610,11 USD",586.726
600028,China Petroleum & Chemical Corp. Class A,"0,032%",Oil Refining and Marketing,CN,"903.254,70 USD",1.017.800
4958,Zhen Ding Technology Holding Ltd.,"0,0318%",Electronic Components,KY,"900.104,96 USD",239.000
LINDEINDIA,Linde India Ltd.,"0,0318%",Specialty Chemicals,IN,"899.740,33 USD",8.623
002475,Luxshare Precision Industry Co. Ltd. Class A,"0,0318%",Consumer Electronics,CN,"898.515,45 USD",205.422
CRC-F,Central Retail Corp. PCL,"0,0317%",Diversified Retailers,TH,"896.595,54 USD",1.081.500
GENTING,Genting Bhd.,"0,0317%",Casinos and Gambling,MY,"895.571,70 USD",885.600
2615,Wan Hai Lines Ltd.,"0,0317%",Marine Transportation,TW,"894.749,00 USD",363.670
JUBLFOOD,Jubilant Foodworks Ltd.,"0,0315%",Restaurants and Bars,IN,"891.672,33 USD",150.666
SIME,Sime Darby Bhd.,"0,0315%",Specialty Retailers,MY,"890.107,92 USD",1.507.100
MPHASIS,Mphasis Ltd.,"0,0315%",Computer Services,IN,"889.162,98 USD",32.494
ISA,Interconexion Electrica SA ESP,"0,0313%",Conventional Electricity,CO,"885.781,73 USD",179.160
ORDS,Ooredoo QPSC,"0,0311%",Telecommunications Services,QA,"880.366,45 USD",340.097
9863,Zhejiang Leapmotor Technology Co. Ltd.,"0,031%",Automobiles,CN,"876.127,23 USD",240.500
QFLS,Qatar Fuel QSC,"0,0309%",Oil Refining and Marketing,QA,"874.637,87 USD",236.770
2250,Saudi Industrial Investment Group,"0,0309%",Chemicals: Diversified,SA,"873.772,90 USD",153.000
3898,Zhuzhou CRRC Times Electric Co. Ltd. Class H,"0,0308%",Railroad Equipment,CN,"870.809,82 USD",223.000
MAXIS,Maxis Bhd.,"0,0308%",Telecommunications Services,MY,"869.904,40 USD",1.128.000
Q*,Qualitas Controladora SAB de CV,"0,0307%",Property and Casualty Insurance,MX,"866.950,83 USD",67.900
FROTO.E,Ford Otomotiv Sanayi AS,"0,0306%",Automobiles,TR,"865.495,63 USD",25.505
CPLE6,Cia Paranaense de Energia Preference Shares,"0,0306%",Alternative Electricity,BR,"864.835,94 USD",500.600
1209,China Resources Mixc Lifestyle Services Ltd.,"0,0305%",Real Estate Services,KY,"862.934,68 USD",248.200
IOICORP,IOI Corp. Bhd.,"0,0305%",Fruit and Grain Processing,MY,"861.386,87 USD",1.061.400
ENGI11,Energisa S/A,"0,0304%",Conventional Electricity,BR,"859.452,54 USD",98.822
000001,Ping An Bank Co. Ltd. Class A,"0,0304%",Banks,CN,"859.395,29 USD",562.200
9945,Ruentex Development Co. Ltd.,"0,0303%",Real Estate Holding and Development,TW,"856.712,66 USD",622.250
IQ,iQIYI Inc. ADR,"0,0303%",Entertainment,KY,"855.684,19 USD",184.813
GRT,Growthpoint Properties Ltd.,"0,0302%",Diversified REITs,ZA,"853.674,48 USD",1.462.471
RVNL,Rail Vikas Nigam Ltd.,"0,0302%",Construction,IN,"853.496,22 USD",186.645
YTLPOWR,YTL Power International Bhd.,"0,0302%",Multi-Utilities,MY,"852.443,59 USD",817.200
2408,Nanya Technology Corp.,"0,0299%",Semiconductors,TW,"845.086,59 USD",424.430
MANKIND,Mankind Pharma Ltd.,"0,0299%",Pharmaceuticals,IN,"844.120,91 USD",32.929
1818,Zhaojin Mining Industry Co. Ltd. Class H,"0,0297%",Gold Mining,CN,"839.844,82 USD",477.500
1030,Saudi Investment Bank,"0,0297%",Banks,SA,"839.473,30 USD",251.889
1504,Teco Electric and Machinery Co. Ltd.,"0,0296%",Electronic Equipment: Other,TW,"837.951,47 USD",483.000
HYPE3,Hypera SA,"0,0295%",Pharmaceuticals,BR,"834.256,11 USD",161.500
9921,Giant Manufacturing Co. Ltd.,"0,0294%",Recreational Products,TW,"831.997,59 USD",123.916
3998,Bosideng International Holdings Ltd.,"0,0294%",Clothing and Accessories,KY,"831.970,96 USD",1.440.000
RHBBANK,RHB Bank Bhd.,"0,0294%",Banks,MY,"829.837,93 USD",711.484
PE&OLES*,Industrias Penoles SAB de CV,"0,0293%",Nonferrous Metals,MX,"827.830,23 USD",52.730
TRUE-F,True Corp. PCL,"0,0293%",Telecommunications Services,TH,"827.025,88 USD",3.437.998
ITUB3,Itau Unibanco Holding SA,"0,0292%",Banks,BR,"825.034,01 USD",160.900
2610,China Airlines Ltd.,"0,0292%",Airlines,TW,"824.942,89 USD",1.193.000
PPB,PPB Group Bhd.,"0,0292%",Fruit and Grain Processing,MY,"824.264,63 USD",262.860
GLENMARK,Glenmark Pharmaceuticals Ltd.,"0,0291%",Pharmaceuticals,IN,"821.574,44 USD",59.101
IJM,IJM Corp. Bhd.,"0,029%",Construction,MY,"819.683,45 USD",1.403.000
3692,Hansoh Pharmaceutical Group Co. Ltd.,"0,0289%",Pharmaceuticals,KY,"817.025,95 USD",398.000
ELET6,Centrais Eletricas Brasileiras SA Preference Shares,"0,0289%",Alternative Electricity,BR,"815.976,10 USD",109.600
MAREL,Marel HF,"0,0288%",Machinery: Specialty,IS,"815.048,02 USD",228.438
390,China Railway Group Ltd. Class H,"0,0288%",Engineering and Contracting Services,CN,"814.945,00 USD",1.518.000
RA,Regional SAB de CV,"0,0288%",Banks,MX,"814.472,69 USD",94.500
6186,China Feihe Ltd.,"0,0288%",Food Products,KY,"813.737,08 USD",1.645.000
OFSS,Oracle Financial Services Software Ltd.,"0,0287%",Software,IN,"811.485,10 USD",9.086
LAURUSLABS,Laurus Labs Ltd.,"0,0287%",Pharmaceuticals,IN,"811.361,54 USD",161.655
300059,East Money Information Co. Ltd. Class A,"0,0286%",Financial Data Providers,CN,"809.445,60 USD",474.054
6969,Smoore International Holdings Ltd.,"0,0285%",Tobacco,KY,"806.605,87 USD",727.000
4190,Jarir Marketing Co.,"0,0283%",Specialty Retailers,SA,"799.541,89 USD",235.758
1020,Bank Al-Jazira,"0,0282%",Banks,SA,"797.879,06 USD",199.507
UNTR,United Tractors Tbk PT,"0,0282%",General Mining,ID,"796.737,69 USD",586.500
MDKA,Merdeka Copper Gold Tbk PT,"0,0281%",General Mining,ID,"795.478,15 USD",4.787.600
601988,Bank of China Ltd. Class A,"0,0281%",Banks,CN,"793.377,50 USD",1.298.700
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,"0,0279%",Consumer Lending,IN,"789.111,63 USD",246.144
2049,Hiwin Technologies Corp.,"0,0279%",Machinery: Industrial,TW,"788.750,62 USD",114.835
SCHAEFFLER,Schaeffler India Ltd.,"0,0277%",Auto Parts,IN,"784.363,41 USD",15.436
ALSEA*,Alsea SAB de CV,"0,0277%",Restaurants and Bars,MX,"784.356,58 USD",198.900
GARAN.E,Turkiye Garanti Bankasi AS,"0,0276%",Banks,TR,"780.706,38 USD",233.265
MBT,Metropolitan Bank & Trust Co.,"0,0276%",Banks,PH,"779.016,97 USD",734.699
TTB-F,TMB Bank PCL,"0,0275%",Banks,TH,"776.591,34 USD",16.905.796
2883,China Oilfield Services Ltd. Class H,"0,0274%",Oil Equipment and Services,CN,"774.390,22 USD",727.290
900948,Inner Mongolia Yitai Coal Co. Ltd. Class B,"0,0274%",Coal,CN,"774.272,00 USD",420.800
2618,JD Logistics Inc.,"0,0273%",Transportation Services,KY,"772.861,09 USD",709.667
9896,MINISO Group Holding Ltd. Class A,"0,0273%",Diversified Retailers,KY,"772.016,69 USD",134.816
PTTGC-F,PTT Global Chemical PCL,"0,0272%",Chemicals: Diversified,TH,"769.430,55 USD",814.600
DIALOG,Dialog Group Bhd.,"0,0271%",Oil Equipment and Services,MY,"767.267,69 USD",1.511.100
MABANEE,Mabanee Co. KPSC,"0,0271%",Real Estate Holding and Development,KW,"765.868,68 USD",283.233
HINDZINC,Hindustan Zinc Ltd.,"0,0271%",Nonferrous Metals,IN,"765.481,46 USD",92.973
200596,Anhui Gujing Distillery Co. Ltd. Class B,"0,0269%",Distillers and Vintners,CN,"759.569,24 USD",48.800
IPCALAB,Ipca Laboratories Ltd.,"0,0269%",Pharmaceuticals,IN,"759.245,40 USD",55.006
IGL,Indraprastha Gas Ltd.,"0,0268%",Gas Distribution,IN,"758.012,05 USD",143.166
ENELAM,Enel Americas SA,"0,0267%",Conventional Electricity,CL,"753.854,96 USD",7.627.717
DEEPAKNTR,Deepak Nitrite Ltd.,"0,0267%",Chemicals: Diversified,IN,"753.594,30 USD",28.706
601601,China Pacific Insurance Group Co. Ltd. Class A,"0,0265%",Life Insurance,CN,"749.742,37 USD",189.336
600406,NARI Technology Co. Ltd. Class A,"0,0265%",Electronic Equipment: Gauges and Meters,CN,"747.694,55 USD",241.413
QEWS,Qatar Electricity & Water Co. QSC,"0,0264%",Multi-Utilities,QA,"747.147,88 USD",182.208
PPH,Pepkor Holdings Ltd.,"0,0264%",Diversified Retailers,ZA,"744.930,25 USD",825.982
6837,Haitong Securities Co. Ltd. Class H,"0,0261%",Investment Services,CN,"737.836,02 USD",1.503.216
THERMAX,Thermax Ltd.,"0,0261%",Building: Climate Control,IN,"737.616,52 USD",11.392
SANB11,Banco Santander Brasil SA,"0,0261%",Banks,BR,"737.064,41 USD",139.600
DALBHARAT,Dalmia Bharat Ltd.,"0,0259%",Cement,IN,"732.733,86 USD",34.444
600690,Haier Smart Home Co. Ltd. Class A,"0,0259%",Household Appliance,CN,"731.591,50 USD",179.999
6110,Topsports International Holdings Ltd.,"0,0258%",Apparel Retailers,KY,"728.166,32 USD",1.117.000
BANDHANBNK,Bandhan Bank Ltd.,"0,0257%",Banks,IN,"727.038,72 USD",322.288
4210,Saudi Research & Media Group,"0,0257%",Publishing,SA,"725.890,79 USD",13.333
SASA.E,Sasa Polyester Sanayi AS,"0,0257%",Chemicals and Synthetic Fibers,TR,"725.475,25 USD",531.310
BIOCON,Biocon Ltd.,"0,0256%",Biotechnology,IN,"724.590,76 USD",195.578
3323,China National Building Material Co. Ltd. Class H,"0,0256%",Cement,CN,"724.392,75 USD",1.810.600
ALOS3,Allos SA,"0,0256%",Real Estate Holding and Development,BR,"724.155,94 USD",181.500
002352,SF Holding Co. Ltd. Class A,"0,0255%",Delivery Services,CN,"719.964,11 USD",141.999
GCC*,GCC SAB de CV,"0,0254%",Cement,MX,"719.198,70 USD",66.100
601919,COSCO SHIPPING Holdings Co. Ltd. Class A,"0,0254%",Marine Transportation,CN,"717.715,89 USD",346.830
KBANK-R,Kasikornbank PCL,"0,0254%",Banks,TH,"717.491,17 USD",201.500
392,Beijing Enterprises Holdings Ltd.,"0,0254%",Gas Distribution,HK,"717.084,11 USD",204.000
1585,Yadea Group Holdings Ltd.,"0,0253%",Recreational Vehicles and Boats,KY,"714.660,60 USD",448.000
EMAARDEV,Emaar Development PJSC,"0,0252%",Real Estate Holding and Development,AE,"712.162,83 USD",352.535
600887,Inner Mongolia Yili Industrial Group Co. Ltd. Class A,"0,0252%",Food Products,CN,"711.326,75 USD",182.617
603288,Foshan Haitian Flavouring & Food Co. Ltd. Class A,"0,0251%",Food Products,CN,"710.458,55 USD",144.234
3105,Win Semiconductors Corp.,"0,025%",Semiconductors,TW,"707.631,04 USD",162.000
2223,Saudi Aramco Base Oil Co.,"0,025%",Oil Refining and Marketing,SA,"706.038,29 USD",20.339
OUT,OUTsurance Group Ltd.,"0,025%",Full Line Insurance,ZA,"705.560,71 USD",331.684
ADRO,Adaro Energy Indonesia Tbk PT,"0,0249%",Coal,ID,"704.858,46 USD",4.135.000
GBK,Gulf Bank KSCP,"0,0249%",Banks,KW,"702.934,97 USD",849.472
4300,Dar Al Arkan Real Estate Development Co.,"0,0248%",Real Estate Holding and Development,SA,"701.437,99 USD",220.342
1882,Haitian International Holdings Ltd.,"0,0247%",Machinery: Industrial,KY,"698.121,65 USD",229.000
AMS,Anglo American Platinum Ltd.,"0,0247%",Platinum and Precious Metals,ZA,"697.247,94 USD",21.501
4004,Dallah Healthcare Co.,"0,0246%",Health Care Facilities,SA,"696.477,99 USD",15.832
SALIK,Salik Co. PJSC,"0,0246%",Transportation Services,AE,"695.356,53 USD",769.301
BRES,Barwa Real Estate Co.,"0,0245%",Real Estate Holding and Development,QA,"693.410,20 USD",895.286
9688,Zai Lab Ltd.,"0,0245%",Biotechnology,KY,"693.230,90 USD",370.450
2633,Taiwan High Speed Rail Corp.,"0,0245%",Railroads,TW,"692.720,87 USD",748.000
7202,Arabian Internet & Communications Services Co.,"0,0245%",Computer Services,SA,"691.269,36 USD",9.821
COROMANDEL,Coromandel International Ltd.,"0,0244%",Fertilizers,IN,"689.474,14 USD",44.023
KIMBERA,Kimberly-Clark de Mexico SAB de CV Class A,"0,0243%",Personal Products,MX,"687.509,78 USD",328.600
921,Hisense Home Appliances Group Co. Ltd.,"0,0242%",Household Appliance,CN,"685.192,40 USD",151.000
4743,Oneness Biotech Co. Ltd.,"0,0242%",Pharmaceuticals,TW,"684.771,75 USD",147.392
MER,Manila Electric Co.,"0,0242%",Conventional Electricity,PH,"683.009,57 USD",108.850
148,Kingboard Holdings Ltd.,"0,0241%",Chemicals: Diversified,KY,"680.998,04 USD",280.700
MCG,MultiChoice Group,"0,0241%",Cable Television Services,ZA,"680.907,32 USD",113.903
3908,China International Capital Corp. Ltd. Class H,"0,024%",Investment Services,CN,"677.586,97 USD",570.000
UNOMINDA,UNO Minda Ltd.,"0,0239%",Auto Parts,IN,"676.726,53 USD",66.436
966,China Taiping Insurance Holdings Co. Ltd.,"0,0239%",Life Insurance,HK,"675.965,44 USD",625.836
CCOLA.E,Coca-Cola Icecek AS,"0,0238%",Soft Drinks,TR,"673.733,96 USD",28.497
144,China Merchants Port Holdings Co. Ltd.,"0,0237%",Transportation Services,HK,"670.894,18 USD",472.000
257,China Everbright Environment Group Ltd.,"0,0237%",Waste and Disposal Services,HK,"668.511,95 USD",1.436.814
BRPT,Barito Pacific Tbk PT,"0,0236%",Chemicals: Diversified,ID,"668.347,01 USD",10.197.783
KLBF,Kalbe Farma Tbk PT,"0,0236%",Pharmaceuticals,ID,"667.905,11 USD",7.284.200
4966,Parade Technologies Ltd.,"0,0235%",Semiconductors,KY,"664.690,99 USD",28.000
BEM-F,Bangkok Expressway & Metro PCL,"0,0234%",Transportation Services,TH,"662.267,74 USD",3.103.800
TBS,Tiger Brands Ltd.,"0,0234%",Food Products,ZA,"661.751,96 USD",63.893
002142,Bank of Ningbo Co. Ltd. Class A,"0,0234%",Banks,CN,"661.139,98 USD",193.990
GENM,Genting Malaysia Bhd.,"0,0234%",Casinos and Gambling,MY,"660.613,98 USD",1.173.400
BOROUGE,Borouge plc,"0,0233%",Specialty Chemicals,AE,"659.434,33 USD",1.021.998
QHOLDING,Q Holding PJSC,"0,0233%",Diversified Industrials,AE,"658.904,90 USD",843.272
JGS,JG Summit Holdings Inc.,"0,0232%",Diversified Industrials,PH,"655.849,71 USD",1.238.075
INL,Investec Ltd.,"0,0232%",Banks,ZA,"655.472,69 USD",100.300
AIAENG,AIA Engineering Ltd.,"0,0232%",Machinery: Industrial,IN,"654.738,92 USD",14.866
BERGEPAINT,Berger Paints India Ltd.,"0,023%",Paints and Coatings,IN,"651.143,48 USD",118.156
TM,Telekom Malaysia Bhd.,"0,023%",Telecommunications Services,MY,"650.684,51 USD",493.200
2350,Saudi Kayan Petrochemical Co.,"0,023%",Specialty Chemicals,SA,"649.469,90 USD",305.642
600150,China CSSC Holdings Ltd. Class A,"0,0229%",Marine Transportation,CN,"646.428,50 USD",126.500
270,Guangdong Investment Ltd.,"0,0229%",Water,HK,"646.331,81 USD",1.144.000
DUBK,Dukhan Bank,"0,0227%",Banks,QA,"642.971,30 USD",660.756
JFC,Jollibee Foods Corp.,"0,0227%",Restaurants and Bars,PH,"642.211,00 USD",173.670
BBL-F,Bangkok Bank PCL (Foreign),"0,0225%",Banks,TH,"636.678,45 USD",171.600
EMAMILTD,Emami Ltd.,"0,0225%",Personal Products,IN,"636.453,77 USD",84.933
1722,Taiwan Fertilizer Co. Ltd.,"0,0225%",Fertilizers,TW,"636.148,67 USD",323.000
UBL,United Breweries Ltd.,"0,0225%",Brewers,IN,"635.049,52 USD",28.493
MOH,Motor Oil Hellas Corinth Refineries SA,"0,0224%",Oil Refining and Marketing,GR,"633.910,52 USD",22.407
INTUCH-F,Intouch Holdings PCL,"0,0224%",Telecommunications Services,TH,"633.705,58 USD",346.677
ORBIA*,Orbia Advance Corp. SAB de CV,"0,0224%",Plastics,MX,"631.941,83 USD",387.516
PRESTIGE,Prestige Estates Projects Ltd.,"0,0223%",Real Estate Holding and Development,IN,"631.374,00 USD",32.989
RLX,RLX Technology Inc. ADR,"0,0223%",Tobacco,KY,"631.307,25 USD",334.025
1138,COSCO SHIPPING Energy Transportation Co. Ltd. Class H,"0,0223%",Marine Transportation,CN,"631.054,47 USD",448.000
601766,CRRC Corp. Ltd. Class A,"0,0223%",Railroad Equipment,CN,"630.449,85 USD",657.400
PATANJALI,Patanjali Foods Ltd.,"0,0222%",Food Products,IN,"628.689,75 USD",36.695
GGPS3,GPS Participacoes e Empreendimentos SA,"0,0222%",Professional Business Support Services,BR,"626.836,38 USD",177.700
TFG,Foschini Group Ltd.,"0,0222%",Apparel Retailers,ZA,"626.709,87 USD",124.204
LTF,L&T Finance Ltd.,"0,0221%",Consumer Lending,IN,"623.803,84 USD",340.436
1336,New China Life Insurance Co. Ltd. Class H,"0,0221%",Life Insurance,CN,"623.614,94 USD",305.304
TLEVISACPO,Grupo Televisa SAB,"0,022%",Radio and TV Broadcasters,MX,"620.943,74 USD",945.470
TOP-F,Thai Oil PCL (Foreign),"0,022%",Oil Refining and Marketing,TH,"620.862,15 USD",441.382
NESTLE,Nestle Malaysia Bhd.,"0,022%",Food Products,MY,"620.786,06 USD",22.900
4164,Nahdi Medical Co.,"0,0219%",Personal Products,SA,"619.427,04 USD",17.735
INKP,Indah Kiat Pulp & Paper Tbk PT,"0,0219%",Paper,ID,"619.360,00 USD",1.106.000
3808,Sinotruk Hong Kong Ltd.,"0,0219%",Commercial Vehicles and Parts,HK,"619.092,84 USD",267.000
EGIE3,Engie Brasil Energia SA,"0,0219%",Alternative Electricity,BR,"618.866,03 USD",75.050
8464,Nien Made Enterprise Co. Ltd.,"0,0219%",Household Furnishings,TW,"617.614,37 USD",57.000
TAVHL.E,TAV Havalimanlari Holding AS,"0,0218%",Transportation Services,TR,"616.612,88 USD",82.512
LIVEPOLC-1,El Puerto de Liverpool SAB de CV,"0,0218%",Diversified Retailers,MX,"616.425,37 USD",81.490
6098,Country Garden Services Holdings Co. Ltd.,"0,0217%",Real Estate Services,KY,"613.954,30 USD",844.144
CSNA3,Cia Siderurgica Nacional SA,"0,0216%",Iron and Steel,BR,"610.716,06 USD",245.400
6078,Hygeia Healthcare Holdings Co. Ltd.,"0,0216%",Health Care Facilities,KY,"610.057,10 USD",145.731
601985,China National Nuclear Power Co. Ltd. Class A,"0,0216%",Alternative Electricity,CN,"609.364,95 USD",462.300
URC,Universal Robina Corp.,"0,0215%",Food Products,PH,"608.539,64 USD",332.820
ZEEL,Zee Entertainment Enterprises Ltd.,"0,0215%",Radio and TV Broadcasters,IN,"608.384,84 USD",341.052
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,"0,0215%",Chemicals: Diversified,IN,"607.372,53 USD",16.688
AIRARABIA,Air Arabia PJSC,"0,0214%",Airlines,AE,"605.807,33 USD",963.273
INDF,Indofood Sukses Makmur Tbk PT,"0,0213%",Food Products,ID,"602.070,00 USD",1.665.300
IDEA,Vodafone Idea Ltd.,"0,0212%",Telecommunications Services,IN,"599.193,98 USD",3.279.703
QL,QL Resources Bhd.,"0,0211%","Farming, Fishing, Ranching and Plantatio",MY,"595.468,45 USD",444.900
ARION,Arion Banki HF,"0,021%",Banks,IS,"594.314,91 USD",613.686
SCC-R,Siam Cement PCL NVDR,"0,021%",Diversified Industrials,TH,"593.367,76 USD",92.500
STARHEALTH,Star Health & Allied Insurance Co. Ltd.,"0,021%",Life Insurance,IN,"593.270,54 USD",95.123
AARTIIND,Aarti Industries Ltd.,"0,021%",Specialty Chemicals,IN,"592.354,41 USD",80.838
HONAUT,Honeywell Automation India Ltd.,"0,0209%",Diversified Industrials,IN,"591.432,57 USD",960
MONET,Moneta Money Bank AS,"0,0209%",Banks,CZ,"590.789,86 USD",134.994
000651,Gree Electric Appliances Inc. of Zhuhai Class A,"0,0209%",Household Appliance,CN,"590.775,65 USD",105.497
425,Minth Group Ltd.,"0,0209%",Auto Parts,KY,"590.412,04 USD",298.000
3406,Genius Electronic Optical Co. Ltd.,"0,0208%",Electronic Components,TW,"588.997,96 USD",36.000
INDIANB,Indian Bank,"0,0208%",Banks,IN,"587.561,41 USD",86.422
300274,Sungrow Power Supply Co. Ltd. Class A,"0,0208%",Renewable Energy Equipment,CN,"586.603,93 USD",43.200
763,ZTE Corp. Class H,"0,0207%",Telecommunications Equipment,CN,"585.713,18 USD",285.320
002371,NAURA Technology Group Co. Ltd. Class A,"0,0207%",Production Technology Equipment,CN,"585.251,00 USD",14.500
ATHM,Autohome Inc. ADR,"0,0207%",Consumer Digital Services,KY,"584.273,20 USD",20.573
AGLTY,Agility Public Warehousing Co. KSC,"0,0206%",Transportation Services,KW,"583.101,02 USD",610.863
1530,3SBio Inc.,"0,0206%",Biotechnology,KY,"581.279,12 USD",745.500
601888,China Tourism Group Duty Free Corp. Ltd. Class A,"0,0205%",Specialty Retailers,CN,"578.310,11 USD",59.199
PAYTM,One 97 Communications Ltd.,"0,0204%",Transaction Processing Services,IN,"577.986,58 USD",133.736
002304,Jiangsu Yanghe Distillery Co. Ltd. Class A,"0,0204%",Distillers and Vintners,CN,"577.781,91 USD",44.994
2330,Advanced Petrochemical Co.,"0,0204%",Specialty Chemicals,SA,"576.006,51 USD",53.876
300124,Shenzhen Inovance Technology Co. Ltd. Class A,"0,0204%",Machinery: Industrial,CN,"575.848,48 USD",72.234
MGROS.E,Migros Ticaret AS,"0,0203%",Food Retailers and Wholesalers,TR,"574.518,48 USD",38.937
MONDE,Monde Nissin Corp.,"0,0202%",Food Products,PH,"570.641,15 USD",2.981.600
ENELCHILE,Enel Chile SA,"0,0202%",Conventional Electricity,CL,"569.640,08 USD",9.947.750
KIO,Kumba Iron Ore Ltd.,"0,0201%",Iron and Steel,ZA,"569.120,84 USD",21.856
GOAU4,Metalurgica Gerdau SA Preference Shares Class A,"0,0201%",Iron and Steel,BR,"568.322,73 USD",278.900
600031,Sany Heavy Industry Co. Ltd. Class A,"0,0201%",Machinery: Construction and Handling,CN,"567.016,28 USD",254.700
ENEV3,Eneva SA,"0,0199%",Conventional Electricity,BR,"562.790,46 USD",237.968
TAEE11,Transmissora Alianca de Energia Eletrica S/A,"0,0199%",Conventional Electricity,BR,"562.648,95 USD",86.266
136,China Ruyi Holdings Ltd.,"0,0199%",Entertainment,BM,"562.289,04 USD",2.055.600
601390,China Railway Group Ltd. Class A,"0,0199%",Engineering and Contracting Services,CN,"561.766,39 USD",620.500
601012,LONGi Green Energy Technology Co. Ltd. Class A,"0,0198%",Renewable Energy Equipment,CN,"558.389,33 USD",218.308
GUJGASLTD,Gujarat Gas Ltd.,"0,0197%",Gas Distribution,IN,"558.231,04 USD",84.513
900926,Shanghai Baosight Software Co. Ltd. Class B,"0,0197%",Software,CN,"557.781,01 USD",256.569
4001,Abdullah Al Othaim Markets Co.,"0,0196%",Food Retailers and Wholesalers,SA,"554.858,69 USD",185.152
LTTS,L&T Technology Services Ltd.,"0,0195%",Engineering and Contracting Services,IN,"552.047,55 USD",10.261
6005,Capital Securities Corp.,"0,0195%",Investment Services,TW,"551.346,55 USD",758.400
HMPRO-F,Home Product Center PCL,"0,0195%",Home Improvement Retailers,TH,"550.906,57 USD",2.179.339
SITES1A-1,Operadora De Sites Mexicanos SAB de CV,"0,0195%",Telecommunications Services,MX,"550.493,63 USD",534.007
570,China Traditional Chinese Medicine Holdings Co. Ltd.,"0,0195%",Pharmaceuticals,HK,"550.224,98 USD",1.020.048
TITCy,Titan Cement International SA,"0,0195%",Cement,BE,"550.113,90 USD",16.724
601818,China Everbright Bank Co. Ltd. Class A,"0,0195%",Banks,CN,"549.796,30 USD",1.233.300
OR-F,PTT Oil & Retail Business PCL,"0,0194%",Oil Refining and Marketing,TH,"548.067,41 USD",1.114.000
6886,Huatai Securities Co. Ltd. Class H,"0,0194%",Investment Services,CN,"547.447,81 USD",481.222
177,Jiangsu Expressway Co. Ltd. Class H,"0,0193%",Transportation Services,CN,"546.617,50 USD",526.000
772,China Literature Ltd.,"0,0192%",Consumer Digital Services,KY,"543.928,11 USD",161.800
1908,C&D International Investment Group Ltd.,"0,0192%",Real Estate Holding and Development,KY,"543.910,22 USD",270.000
371,Beijing Enterprises Water Group Ltd.,"0,0192%",Water,BM,"543.304,01 USD",1.707.011
600436,Zhangzhou Pientzehuang Pharmaceutical Co. Ltd. Class A,"0,0191%",Pharmaceuticals,CN,"540.331,18 USD",17.300
2607,Shanghai Pharmaceuticals Holding Co. Ltd. Class H,"0,019%",Pharmaceuticals,CN,"537.938,35 USD",362.800
