Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
1919,COSCO SHIPPING Holdings Co. Ltd. Class H,"0,0046%",Marine Transportation,CN,"1.207.869,92 USD",723.552
UTG,UNITE Group plc,"0,0046%",Residential REITs,GB,"1.207.867,21 USD",101.845
BC8,Bechtle AG,"0,0046%",Computer Services,DE,"1.207.652,70 USD",24.920
ALKEM,Alkem Laboratories Ltd.,"0,0046%",Pharmaceuticals,IN,"1.207.233,71 USD",20.948
4004,Resonac Holdings Corp.,"0,0046%",Chemicals: Diversified,JP,"1.206.831,81 USD",54.622
,ENGIE SA COMMON STOCK,"0,0046%",Multi-Utilities,FR,"1.204.702,97 USD",71.433
522,ASMPT Ltd.,"0,0046%",Production Technology Equipment,KY,"1.199.370,44 USD",100.623
IRFC,Indian Railway Finance Corp. Ltd.,"0,0046%",Commercial Vehicle-Equipment Leasing,IN,"1.198.691,03 USD",562.746
PCHEM,Petronas Chemicals Group Bhd.,"0,0046%",Chemicals: Diversified,MY,"1.195.027,19 USD",838.300
IPN,Ipsen SA,"0,0046%",Pharmaceuticals,FR,"1.194.806,57 USD",9.126
GRF,Grifols SA,"0,0046%",Biotechnology,ES,"1.194.488,82 USD",117.957
4904,Far EasTone Telecommunications Co. Ltd.,"0,0046%",Telecommunications Services,TW,"1.193.446,32 USD",463.000
KPITTECH,KPIT Technologies Ltd.,"0,0046%",Computer Services,IN,"1.191.498,33 USD",68.249
IEL,IDP Education Ltd.,"0,0046%",Education Services,AU,"1.190.612,29 USD",112.242
SOL,Sasol Ltd.,"0,0045%",Chemicals: Diversified,ZA,"1.189.639,64 USD",180.483
CLN,Clariant AG,"0,0045%",Chemicals: Diversified,CH,"1.187.323,62 USD",74.385
6724,Seiko Epson Corp.,"0,0045%",Computer Hardware,JP,"1.186.754,91 USD",73.800
9024,Seibu Holdings Inc.,"0,0045%",Hotels and Motels,JP,"1.185.803,96 USD",79.719
LUV,Southwest Airlines Co.,"0,0045%",Airlines,US,"1.184.100,28 USD",44.117
COMI,Commercial International Bank - Egypt (CIB),"0,0045%",Banks,EG,"1.183.690,26 USD",715.512
2282,NH Foods Ltd.,"0,0045%",Food Products,JP,"1.183.214,23 USD",38.600
BOQ,Bank of Queensland Ltd.,"0,0045%",Banks,AU,"1.180.415,31 USD",308.683
Q*,Qualitas Controladora SAB de CV,"0,0045%",Property and Casualty Insurance,MX,"1.179.768,14 USD",92.400
SWEC B,Sweco AB Class B,"0,0045%",Engineering and Contracting Services,SE,"1.176.341,04 USD",84.162
JD.,JD Sports Fashion plc,"0,0045%",Apparel Retailers,GB,"1.176.310,34 USD",724.628
CANBK,Canara Bank,"0,0045%",Banks,IN,"1.175.790,83 USD",831.735
ELEKTRA*,Grupo Elektra SAB DE CV,"0,0045%",Diversified Financial Services,MX,"1.175.350,17 USD",18.285
4151,Kyowa Kirin Co. Ltd.,"0,0045%",Pharmaceuticals,JP,"1.174.439,21 USD",69.500
GULF-F,Gulf Energy Development PCL,"0,0045%",Conventional Electricity,TH,"1.172.309,32 USD",1.064.920
QAN,Qantas Airways Ltd.,"0,0045%",Airlines,AU,"1.170.627,57 USD",286.213
SIMEPLT,Sime Darby Plantation Bhd.,"0,0045%","Farming, Fishing, Ranching and Plantatio",MY,"1.170.533,25 USD",1.296.400
ANDR,Andritz AG,"0,0045%",Machinery: Industrial,AT,"1.167.781,21 USD",19.576
GCARSOA1,Grupo Carso SAB de CV,"0,0045%",Diversified Industrials,MX,"1.166.549,98 USD",152.000
4186,Tokyo Ohka Kogyo Co. Ltd.,"0,0045%",Specialty Chemicals,JP,"1.166.247,73 USD",44.700
2280,Almarai Co. JSC,"0,0045%",Food Products,SA,"1.166.183,89 USD",83.633
ADP,Aeroports de Paris SA,"0,0045%",Transportation Services,FR,"1.163.625,97 USD",8.176
323410,KakaoBank Corp.,"0,0044%",Banks,KR,"1.162.679,21 USD",72.350
BMED,Banca Mediolanum SPA,"0,0044%",Diversified Financial Services,IT,"1.162.350,17 USD",101.488
4613,Kansai Paint Co. Ltd.,"0,0044%",Paints and Coatings,JP,"1.162.073,24 USD",69.700
KTB-F,Krung Thai Bank PCL (Foreign),"0,0044%",Banks,TH,"1.160.661,05 USD",2.482.600
REY,Reply SPA,"0,0044%",Consumer Digital Services,IT,"1.160.605,40 USD",8.458
2912,President Chain Store Corp.,"0,0044%",Food Retailers and Wholesalers,TW,"1.158.547,88 USD",139.000
6141,DMG Mori Co. Ltd.,"0,0044%",Machinery: Tools,JP,"1.157.196,22 USD",40.700
CWY,Cleanaway Waste Management Ltd.,"0,0044%",Waste and Disposal Services,AU,"1.157.049,79 USD",623.582
TSEM,Tower Semiconductor Ltd.,"0,0044%",Semiconductors,IL,"1.156.198,85 USD",31.102
3606,Fuyao Glass Industry Group Co. Ltd. Class H,"0,0044%",Glass,CN,"1.155.760,64 USD",204.800
STJ,St. James's Place plc,"0,0044%",Asset Managers and Custodians,GB,"1.152.710,86 USD",181.218
GL9,Glanbia plc,"0,0044%",Food Products,IE,"1.150.429,61 USD",56.338
PTTGC-F,PTT Global Chemical PCL,"0,0044%",Chemicals: Diversified,TH,"1.150.367,63 USD",1.217.900
601878,Zheshang Securities Co. Ltd. Class A,"0,0044%",Investment Services,CN,"1.149.533,50 USD",761.600
QGTS,Qatar Gas Transport Co. Ltd.,"0,0044%",Marine Transportation,QA,"1.149.079,02 USD",1.055.981
SOI,Soitec,"0,0044%",Semiconductors,FR,"1.147.295,72 USD",9.521
9435,Hikari Tsushin Inc.,"0,0044%",Telecommunications Services,JP,"1.146.584,36 USD",7.000
VOE,voestalpine AG,"0,0044%",Iron and Steel,AT,"1.145.403,15 USD",39.281
KLK,Kuala Lumpur Kepong Bhd.,"0,0044%",Chemicals: Diversified,MY,"1.144.707,46 USD",258.300
6856,Horiba Ltd.,"0,0044%",Electronic Equipment: Gauges and Meters,JP,"1.143.606,22 USD",14.400
8972,KDX Realty Investment Corp.,"0,0044%",Office REITs,JP,"1.143.396,23 USD",1.186
8953,Japan Metropolitan Fund Invest,"0,0044%",Retail REITs,JP,"1.141.350,35 USD",1.939
PERSISTENT,Persistent Systems Ltd.,"0,0044%",Computer Services,IN,"1.140.765,95 USD",27.920
SW,Sodexo SA,"0,0044%",Restaurants and Bars,FR,"1.138.945,72 USD",12.242
CEN,Contact Energy Ltd.,"0,0043%",Alternative Electricity,NZ,"1.136.448,64 USD",200.617
TOM,TOMRA Systems ASA,"0,0043%",Machinery: Industrial,NO,"1.131.538,43 USD",86.233
000651,Gree Electric Appliances Inc. of Zhuhai Class A,"0,0043%",Household Appliance,CN,"1.129.505,57 USD",201.700
011200,HMM Co. Ltd.,"0,0043%",Marine Transportation,KR,"1.129.233,32 USD",86.860
NWS,News Corp. Class B,"0,0043%",Publishing,US,"1.127.522,96 USD",40.442
ACC,ACC Ltd.,"0,0043%",Cement,IN,"1.126.720,13 USD",36.934
002010,Transfar Zhilian Co. Ltd. Class A,"0,0043%",Transportation Services,CN,"1.124.675,46 USD",1.879.100
3462,Nomura Real Estate Master Fund Inc.,"0,0043%",Diversified REITs,JP,"1.124.115,94 USD",1.196
BALKRISIND,Balkrishna Industries Ltd.,"0,0043%",Tires,IN,"1.123.572,34 USD",30.749
HAPV3,Hapvida Participacoes e Investimentos S/A,"0,0043%",Health Care Management Services,BR,"1.120.924,41 USD",1.476.544
6446,PharmaEssentia Corp.,"0,0043%",Biotechnology,TW,"1.119.929,62 USD",87.000
TPEIR,Piraeus Financial Holdings SA,"0,0043%",Banks,GR,"1.118.263,10 USD",285.501
600216,Zhejiang Medicine Co. Ltd. Class A,"0,0043%",Pharmaceuticals,CN,"1.116.602,07 USD",814.800
VPK,Koninklijke Vopak NV,"0,0043%",Transportation Services,NL,"1.116.037,61 USD",27.240
4527,Rohto Pharmaceutical Co. Ltd.,"0,0043%",Pharmaceuticals,JP,"1.115.679,79 USD",63.500
PIIND,PI Industries Ltd.,"0,0043%",Fertilizers,IN,"1.113.926,53 USD",26.268
3197,Skylark Holdings Co. Ltd.,"0,0043%",Restaurants and Bars,JP,"1.112.223,77 USD",80.842
2290,Yanbu National Petrochemical Co.,"0,0042%",Chemicals: Diversified,SA,"1.110.524,54 USD",115.062
WHC,Whitehaven Coal Ltd.,"0,0042%",Coal,AU,"1.109.684,51 USD",207.019
601288,Agricultural Bank of China Ltd. Class A,"0,0042%",Banks,CN,"1.109.527,58 USD",1.836.900
ECOPETROL,Ecopetrol SA,"0,0042%",Integrated Oil and Gas,CO,"1.108.092,54 USD",1.817.692
VIVT3,Telefonica Brasil SA,"0,0042%",Telecommunications Services,BR,"1.103.390,62 USD",133.932
7729,Tokyo Seimitsu Co. Ltd.,"0,0042%",Production Technology Equipment,JP,"1.102.246,33 USD",15.500
3800,GCL Technology Holdings Ltd.,"0,0042%",Renewable Energy Equipment,KY,"1.102.182,57 USD",5.906.000
KLBN11,Klabin SA,"0,0042%",Paper,BR,"1.101.471,31 USD",284.900
601608,CITIC Heavy Industries Co. Ltd. Class A,"0,0042%",Machinery: Industrial,CN,"1.100.512,66 USD",1.946.100
SCHB,Schibsted ASA Class B,"0,0042%",Consumer Digital Services,NO,"1.100.205,59 USD",40.740
9007,Odakyu Electric Railway Co. Ltd.,"0,0042%",Travel and Tourism,JP,"1.100.146,36 USD",105.000
ANN,Ansell Ltd.,"0,0042%",Medical Supplies,AU,"1.098.541,21 USD",67.559
4042,Tosoh Corp.,"0,0042%",Chemicals: Diversified,JP,"1.097.040,95 USD",86.500
IP,Interpump Group SPA,"0,0042%",Machinery: Industrial,IT,"1.096.753,14 USD",23.462
4768,Otsuka Corp.,"0,0042%",Computer Services,JP,"1.096.451,05 USD",57.800
5344,Maruwa Co. Ltd./Aichi,"0,0042%",Electrical Components,JP,"1.096.025,96 USD",4.900
7550,Zensho Holdings Co. Ltd.,"0,0042%",Restaurants and Bars,JP,"1.093.842,63 USD",27.900
H78,Hongkong Land Holdings Ltd.,"0,0042%",Real Estate Holding and Development,BM,"1.093.614,00 USD",322.600
PHOE,Phoenix Holdings Ltd.,"0,0042%",Full Line Insurance,IL,"1.093.351,98 USD",114.839
1193,China Resources Gas Group Ltd.,"0,0042%",Gas Distribution,BM,"1.093.169,81 USD",315.000
AXFO,Axfood AB,"0,0042%",Food Retailers and Wholesalers,SE,"1.092.996,25 USD",41.246
002004,Huapont Life Sciences Co. Ltd. Class A,"0,0042%",Pharmaceuticals,CN,"1.091.765,08 USD",1.713.800
AWC,Alumina Ltd.,"0,0042%",Aluminum,AU,"1.087.374,55 USD",862.811
6845,Azbil Corp.,"0,0041%",Electronic Equipment: Gauges and Meters,JP,"1.084.379,39 USD",39.300
IJM,IJM Corp. Bhd.,"0,0041%",Construction,MY,"1.083.582,96 USD",1.854.700
FIBRAPL14,Prologis Property Mexico SA de CV,"0,0041%",Industrial REITs,MX,"1.082.535,36 USD",268.056
5110,Saudi Electricity Co.,"0,0041%",Conventional Electricity,SA,"1.081.698,01 USD",242.651
2408,Nanya Technology Corp.,"0,0041%",Semiconductors,TW,"1.081.172,44 USD",543.000
OPAP,Opap SA,"0,0041%",Casinos and Gambling,GR,"1.080.806,74 USD",67.958
AAL,American Airlines Group Inc.,"0,0041%",Airlines,US,"1.077.216,50 USD",93.671
1308,SITC International Holdings Co. Ltd.,"0,0041%",Marine Transportation,KY,"1.073.708,83 USD",420.000
RDOR3,Rede D'Or Sao Luiz SA,"0,0041%",Health Care Facilities,BR,"1.072.349,87 USD",205.248
MTS,Metcash Ltd.,"0,0041%",Food Retailers and Wholesalers,AU,"1.072.300,14 USD",436.954
MISC,MISC Bhd.,"0,0041%",Marine Transportation,MY,"1.071.884,02 USD",604.959
ZG,Zillow Group Inc. Class A,"0,0041%",Real Estate Services,US,"1.069.877,05 USD",26.647
2702,McDonald's Holdings Co. Japan Ltd.,"0,0041%",Restaurants and Bars,JP,"1.069.610,87 USD",26.100
ENG,Enagas SA,"0,0041%",Pipelines,ES,"1.068.996,36 USD",69.689
6923,Stanley Electric Co. Ltd.,"0,0041%",Auto Parts,JP,"1.068.669,70 USD",58.200
OCI,Oci Nv,"0,0041%",Fertilizers,NL,"1.066.686,17 USD",39.209
ICL,ICL Group Ltd.,"0,0041%",Chemicals: Diversified,IL,"1.066.610,16 USD",229.238
COV,Covivio SA/France,"0,0041%",Office REITs,FR,"1.065.388,07 USD",20.531
MCDOWELL-N,United Spirits Ltd.,"0,0041%",Distillers and Vintners,IN,"1.064.806,91 USD",76.661
CSAN3,Cosan SA,"0,0041%",Oil Refining and Marketing,BR,"1.064.484,17 USD",410.776
BRFS3,BRF SA,"0,0041%",Food Products,BR,"1.063.735,36 USD",300.906
LLC,Lendlease Corp. Ltd.,"0,0041%",Construction,AU,"1.062.064,90 USD",267.948
8088,Iwatani Corp.,"0,0041%",Gas Distribution,JP,"1.061.934,52 USD",18.300
MARK,Masraf Al Rayan QSC,"0,0041%",Banks,QA,"1.059.925,86 USD",1.675.723
9147,NIPPON EXPRESS HOLDINGS Inc.,"0,0041%",Transportation Services,JP,"1.059.916,00 USD",21.500
19,Swire Pacific Ltd. Class A,"0,0041%",Soft Drinks,HK,"1.059.635,58 USD",122.000
IPL,Incitec Pivot Ltd.,"0,0041%",Chemicals: Diversified,AU,"1.059.153,57 USD",538.038
390,China Railway Group Ltd. Class H,"0,004%",Engineering and Contracting Services,CN,"1.058.676,91 USD",1.972.000
600406,NARI Technology Co. Ltd. Class A,"0,004%",Electronic Equipment: Gauges and Meters,CN,"1.057.816,23 USD",341.544
9202,ANA Holdings Inc.,"0,004%",Airlines,JP,"1.056.534,23 USD",55.491
RNI,Reinet Investments SCA,"0,004%",Diversified Financial Services,LU,"1.055.117,80 USD",41.962
HUSQ B,Husqvarna AB,"0,004%",Household Equipment and Products,SE,"1.051.212,36 USD",127.518
YTLPOWR,YTL Power International Bhd.,"0,004%",Multi-Utilities,MY,"1.050.950,71 USD",1.007.500
5021,Cosmo Energy Holdings Co. Ltd.,"0,004%",Oil Refining and Marketing,JP,"1.050.863,01 USD",21.139
LIGHT,Signify NV,"0,004%",Building Materials: Other,NL,"1.050.365,67 USD",38.826
1803,Shimizu Corp.,"0,004%",Construction,JP,"1.048.211,40 USD",189.400
6409,Voltronic Power Technology Corp.,"0,004%",Electronic Components,TW,"1.046.490,09 USD",20.000
000089,Shenzhen Airport Co. Ltd. Class A,"0,004%",Transportation Services,CN,"1.041.660,99 USD",1.102.000
3861,Oji Holdings Corp.,"0,004%",Paper,JP,"1.039.688,19 USD",257.700
4182,Mitsubishi Gas Chemical Co. Inc.,"0,004%",Chemicals: Diversified,JP,"1.038.937,29 USD",55.400
OIL,Oil India Ltd.,"0,004%",Oil: Crude Producers,IN,"1.038.459,46 USD",136.356
SIME,Sime Darby Bhd.,"0,004%",Specialty Retailers,MY,"1.038.350,97 USD",1.758.100
ATM,a2 Milk Co. Ltd.,"0,004%",Food Products,NZ,"1.038.322,05 USD",219.763
161390,Hankook Tire & Technology Co. Ltd.,"0,004%",Tires,KR,"1.035.671,41 USD",32.701
NTGY,Naturgy Energy Group SA,"0,004%",Gas Distribution,ES,"1.034.221,45 USD",38.601
SDR,Schroders plc,"0,004%",Asset Managers and Custodians,GB,"1.033.665,79 USD",207.214
ME8U,Mapletree Industrial Trust,"0,004%",Industrial REITs,SG,"1.033.205,74 USD",634.811
2354,Foxconn Technology Co. Ltd.,"0,0039%",Electronic Components,TW,"1.031.501,16 USD",457.106
CMPC,Empresas CMPC SA,"0,0039%",Paper,CL,"1.030.546,76 USD",492.845
2002,Nisshin Seifun Group Inc.,"0,0039%",Fruit and Grain Processing,JP,"1.026.959,69 USD",91.590
MAP,Mapfre SA,"0,0039%",Full Line Insurance,ES,"1.026.655,39 USD",427.920
A2A,A2A Spa,"0,0039%",Conventional Electricity,IT,"1.026.329,38 USD",490.100
006280,Green Cross Corp./South Korea,"0,0039%",Pharmaceuticals,KR,"1.026.090,93 USD",12.386
000100,Yuhan Corp.,"0,0039%",Pharmaceuticals,KR,"1.024.732,66 USD",20.622
N2IU,Mapletree Pan Asia Commercial Trust,"0,0039%",Diversified REITs,SG,"1.024.665,52 USD",1.135.279
600320,Shanghai Zhenhua Heavy Industries Co. Ltd.,"0,0039%",Machinery: Construction and Handling,CN,"1.024.332,86 USD",2.068.000
SCC-F,Siam Cement PCL (Foreign),"0,0039%",Diversified Industrials,TH,"1.023.158,47 USD",159.500
RBI,Raiffeisen Bank International AG,"0,0039%",Banks,AT,"1.022.841,67 USD",55.685
3092,ZOZO Inc.,"0,0039%",Diversified Retailers,JP,"1.020.463,90 USD",43.600
KGX,KION Group AG,"0,0039%",Machinery: Construction and Handling,DE,"1.018.593,94 USD",21.790
914,Anhui Conch Cement Co. Ltd. Class H,"0,0039%",Cement,CN,"1.018.499,75 USD",412.000
4540,Tsumura & Co.,"0,0039%",Pharmaceuticals,JP,"1.015.495,24 USD",40.400
EREGL.E,Eregli Demir ve Celik Fabrikalari TAS,"0,0039%",Iron and Steel,TR,"1.014.233,68 USD",681.429
WLN,Worldline SA/France,"0,0039%",Transaction Processing Services,FR,"1.013.486,30 USD",76.210
DSY,Discovery Ltd.,"0,0039%",Life Insurance,ZA,"1.012.235,81 USD",173.743
9504,Chugoku Electric Power Co. Inc.,"0,0039%",Conventional Electricity,JP,"1.010.849,85 USD",141.200
9142,Kyushu Railway Co.,"0,0039%",Travel and Tourism,JP,"1.010.432,68 USD",45.918
SSW,Sibanye Stillwater Ltd.,"0,0039%",Platinum and Precious Metals,ZA,"1.010.383,85 USD",805.718
6849,Nihon Kohden Corp.,"0,0039%",Medical Equipment,JP,"1.009.987,59 USD",33.100
SRF,SRF Ltd.,"0,0039%",Chemicals: Diversified,IN,"1.008.537,47 USD",38.069
8984,Daiwa House REIT Investment Corp.,"0,0039%",Residential REITs,JP,"1.008.530,97 USD",637
BH-F,Bumrungrad Hospital PCL (Foreign),"0,0039%",Health Care Facilities,TH,"1.008.388,15 USD",153.300
ENEV3,Eneva SA,"0,0039%",Conventional Electricity,BR,"1.007.388,49 USD",425.960
8439,Tokyo Century Corp.,"0,0039%",Rental and Leasing Services: Consumer,JP,"1.007.028,86 USD",109.100
COFORGE,Coforge Ltd.,"0,0038%",Computer Services,IN,"1.005.440,71 USD",16.883
241,Alibaba Health Information Technology Ltd.,"0,0038%",Drug Retailers,BM,"1.005.380,05 USD",2.398.000
ALI,Ayala Land Inc.,"0,0038%",Real Estate Holding and Development,PH,"1.004.784,69 USD",2.240.000
600835,Shanghai Mechanical and Electrical Industry Co. Ltd. Class A,"0,0038%",Machinery: Industrial,CN,"1.003.593,86 USD",553.000
601688,Huatai Securities Co. Ltd. Class A,"0,0038%",Investment Services,CN,"1.002.811,80 USD",536.700
300760,Shenzhen Mindray Bio-Medical Electronics Co. Ltd. Class A,"0,0038%",Medical Equipment,CN,"1.002.003,87 USD",25.100
HINDPETRO,Hindustan Petroleum Corp. Ltd.,"0,0038%",Oil Refining and Marketing,IN,"1.001.765,82 USD",155.613
8233,Takashimaya Co. Ltd.,"0,0038%",Diversified Retailers,JP,"1.001.445,80 USD",60.400
OCDO,Ocado Group plc,"0,0038%",Food Retailers and Wholesalers,GB,"1.000.433,41 USD",210.322
6818,China Everbright Bank Co. Ltd. Class H,"0,0038%",Banks,CN,"1.000.040,90 USD",3.117.000
TEL,PLDT Inc.,"0,0038%",Telecommunications Services,PH,"999.733,42 USD",39.530
ASHOKLEY,Ashok Leyland Ltd.,"0,0038%",Commercial Vehicles and Parts,IN,"998.326,78 USD",372.016
7181,Japan Post Insurance Co. Ltd.,"0,0038%",Life Insurance,JP,"997.125,13 USD",51.868
OMU,Old Mutual Ltd.,"0,0038%",Life Insurance,ZA,"994.476,23 USD",1.761.383
QIIK,Qatar International Islamic Bank QSC,"0,0038%",Banks,QA,"994.413,48 USD",360.983
352820,HYBE Co. Ltd.,"0,0038%",Entertainment,KR,"993.680,26 USD",6.879
086280,Hyundai Glovis Co. Ltd.,"0,0038%",Delivery Services,KR,"991.784,33 USD",7.650
7337,Hirogin Holdings Inc.,"0,0038%",Banks,JP,"991.402,84 USD",122.000
8960,United Urban Investment Corp.,"0,0038%",Diversified REITs,JP,"989.079,51 USD",1.111
Y92,Thai Beverage PCL,"0,0038%",Brewers,TH,"988.608,42 USD",2.699.600
3481,Innolux Corp.,"0,0038%",Electronic Components,TW,"988.426,44 USD",2.295.275
8359,Hachijuni Bank Ltd.,"0,0038%",Banks,JP,"985.935,92 USD",142.600
ILU,Iluka Resources Ltd.,"0,0038%",General Mining,AU,"984.835,02 USD",207.111
AFX,Carl Zeiss Meditec AG,"0,0038%",Medical Equipment,DE,"983.563,31 USD",10.703
015760,Korea Electric Power Corp.,"0,0038%",Conventional Electricity,KR,"980.991,95 USD",69.832
6460,Sega Sammy Holdings Inc.,"0,0038%",Electronic Entertainment,JP,"980.887,40 USD",69.700
1929,Chow Tai Fook Jewellery Group Ltd.,"0,0038%",Luxury Items,KY,"980.726,67 USD",764.200
6976,Taiyo Yuden Co. Ltd.,"0,0038%",Electronic Components,JP,"980.662,45 USD",46.600
ELI,Elia Group SA/NV,"0,0037%",Conventional Electricity,BE,"979.983,05 USD",9.665
323,Maanshan Iron & Steel Co. Ltd. Class H,"0,0037%",Iron and Steel,CN,"979.340,05 USD",6.332.000
2212,Yamazaki Baking Co. Ltd.,"0,0037%",Food Products,JP,"978.946,20 USD",44.500
1504,Teco Electric and Machinery Co. Ltd.,"0,0037%",Electronic Equipment: Other,TW,"978.477,50 USD",564.000
S59,SIA Engineering Co. Ltd.,"0,0037%",Transportation Services,SG,"977.236,07 USD",564.500
002390,Guizhou Xinbang Pharmaceutical Co. Ltd. Class A,"0,0037%",Pharmaceuticals,CN,"976.636,74 USD",1.934.100
4202,Daicel Corp.,"0,0037%",Chemicals: Diversified,JP,"975.866,24 USD",96.600
6505,Formosa Petrochemical Corp.,"0,0037%",Oil Refining and Marketing,TW,"975.816,51 USD",469.000
5332,TOTO Ltd.,"0,0037%",Building Materials: Other,JP,"975.602,79 USD",39.100
1044,Hengan International Group Co. Ltd.,"0,0037%",Personal Products,KY,"975.234,39 USD",280.500
NMDC,NMDC Ltd.,"0,0037%",Iron and Steel,IN,"972.448,39 USD",312.018
9992,Pop Mart International Group Ltd.,"0,0037%",Specialty Retailers,KY,"971.205,43 USD",204.800
4002,Mouwasat Medical Services Co.,"0,0037%",Health Care Facilities,SA,"969.324,66 USD",33.978
3231,Nomura Real Estate Holdings Inc.,"0,0037%",Real Estate Holding and Development,JP,"968.979,60 USD",37.700
8418,Yamaguchi Financial Group Inc.,"0,0037%",Banks,JP,"967.666,80 USD",79.200
83,Sino Land Co. Ltd.,"0,0037%",Real Estate Holding and Development,HK,"967.565,05 USD",912.000
601138,Foxconn Industrial Internet Co. Ltd. Class A,"0,0037%",Telecommunications Equipment,CN,"967.408,83 USD",306.900
IGO,IGO Ltd.,"0,0037%",General Mining,AU,"966.046,19 USD",207.810
8252,Marui Group Co. Ltd.,"0,0037%",Diversified Retailers,JP,"963.062,14 USD",64.800
2238,Guangzhou Automobile Group Co. Ltd. Class H,"0,0037%",Automobiles,CN,"962.452,15 USD",2.316.800
8963,Invincible Investment Corp.,"0,0037%",Hotel and Lodging REITs,JP,"961.837,16 USD",2.213
7013,IHI Corp.,"0,0037%",Diversified Industrials,JP,"960.834,90 USD",37.300
6305,Hitachi Construction Machinery Co. Ltd.,"0,0037%",Machinery: Construction and Handling,JP,"960.100,54 USD",35.500
300059,East Money Information Co. Ltd. Class A,"0,0037%",Financial Data Providers,CN,"959.047,91 USD",561.669
RVNL,Rail Vikas Nigam Ltd.,"0,0037%",Construction,IN,"957.765,94 USD",209.447
042660,Hanwha Ocean Co. Ltd.,"0,0037%",Marine Transportation,KR,"957.122,75 USD",44.619
600276,Jiangsu Hengrui Pharmaceuticals Co. Ltd. Class A,"0,0037%",Pharmaceuticals,CN,"956.667,67 USD",164.141
8010,Co for Cooperative Insurance,"0,0037%",Property and Casualty Insurance,SA,"955.502,60 USD",27.274
IHH,IHH Healthcare Bhd.,"0,0036%",Health Care Facilities,MY,"953.814,96 USD",725.300
IDFCFIRSTB,IDFC First Bank Ltd.,"0,0036%",Banks,IN,"953.665,86 USD",1.041.933
5901,Toyo Seikan Group Holdings Ltd.,"0,0036%",Containers and Packaging,JP,"952.455,38 USD",57.600
BCVN,Banque Cantonale Vaudoise,"0,0036%",Banks,CH,"949.288,37 USD",9.010
SOLB,Solvay SA Class A,"0,0036%",Chemicals: Diversified,BE,"949.226,92 USD",26.000
3086,J Front Retailing Co. Ltd.,"0,0036%",Diversified Retailers,JP,"948.469,25 USD",97.800
BKW,Bkw AG,"0,0036%",Conventional Electricity,CH,"947.716,01 USD",6.021
EXX,Exxaro Resources Ltd.,"0,0036%",Coal,ZA,"946.163,11 USD",98.186
1402,Far Eastern New Century Corp.,"0,0036%",Diversified Industrials,TW,"945.553,80 USD",906.221
9749,Fuji Soft Inc.,"0,0036%",Software,JP,"944.299,85 USD",22.900
2333,Great Wall Motor Co. Ltd. Class H,"0,0036%",Automobiles,CN,"942.506,73 USD",547.000
6481,THK Co. Ltd.,"0,0036%",Machinery: Industrial,JP,"941.490,98 USD",48.700
600886,SDIC Power Holdings Co. Ltd. Class A,"0,0036%",Conventional Electricity,CN,"940.619,57 USD",385.800
,Engie SA,"0,0036%",Multi-Utilities,FR,"940.009,99 USD",55.738
002304,Jiangsu Yanghe Distillery Co. Ltd. Class A,"0,0036%",Distillers and Vintners,CN,"933.563,25 USD",72.700
4732,USS Co. Ltd.,"0,0036%",Consumer Services: Misc.,JP,"933.501,54 USD",119.800
5830,Iyogin Holdings Inc.,"0,0036%",Banks,JP,"931.752,52 USD",99.100
028050,Samsung E&A Co. Ltd.,"0,0036%",Construction,KR,"931.555,09 USD",55.119
2367,Giant Biogene Holding Co. ltd,"0,0036%",Personal Products,KY,"930.424,95 USD",147.200
INDUSTOWER,Indus Towers Ltd.,"0,0036%",Telecommunications Services,IN,"928.837,94 USD",222.695
300296,Leyard Optoelectronic Co. Ltd. Class A,"0,0035%",Electronic Components,CN,"926.404,01 USD",1.396.900
5269,ASMedia Technology Inc.,"0,0035%",Semiconductors,TW,"926.097,43 USD",15.000
600516,Fangda Carbon New Material Co. Ltd. Class A,"0,0035%",Metal Fabricating,CN,"925.163,22 USD",1.386.400
IG,Italgas SPA,"0,0035%",Gas Distribution,IT,"923.470,58 USD",173.320
GARAN.E,Turkiye Garanti Bankasi AS,"0,0035%",Banks,TR,"921.040,42 USD",275.195
COLPAL,Colgate-Palmolive India Ltd.,"0,0035%",Personal Products,IN,"918.263,51 USD",28.844
200596,Anhui Gujing Distillery Co. Ltd. Class B,"0,0035%",Distillers and Vintners,CN,"916.775,17 USD",58.900
MOL,MOL Hungarian Oil & Gas plc,"0,0035%",Integrated Oil and Gas,HU,"916.210,52 USD",117.989
9602,Toho Co. Ltd./Tokyo,"0,0035%",Entertainment,JP,"915.886,60 USD",29.000
5947,Rinnai Corp.,"0,0035%",Household Appliance,JP,"913.798,72 USD",38.100
BBAJIOO,Banco del Bajio SA,"0,0035%",Banks,MX,"913.280,27 USD",265.100
6967,Shinko Electric Industries Co. Ltd.,"0,0035%",Semiconductors,JP,"911.463,93 USD",25.600
960,Longfor Group Holdings Ltd.,"0,0035%",Real Estate Holding and Development,KY,"911.099,47 USD",579.500
WCH,Wacker Chemie AG,"0,0035%",Chemicals: Diversified,DE,"910.534,94 USD",8.231
4210,Saudi Research & Media Group,"0,0035%",Publishing,SA,"910.180,93 USD",16.718
SNP,OMV Petrom SA,"0,0035%",Integrated Oil and Gas,RO,"910.097,83 USD",5.938.696
