Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
9508,Kyushu Electric Power Co. Inc.,"0,1183%",Conventional Electricity,JP,"3.856.586,91 USD",330.900
8593,Mitsubishi HC Capital Inc.,"0,1172%",Consumer Lending,JP,"3.821.931,40 USD",577.220
4091,Nippon Sanso Holdings Corp.,"0,1166%",Specialty Chemicals,JP,"3.801.912,25 USD",128.900
2267,Yakult Honsha Co. Ltd.,"0,1162%",Food Products,JP,"3.789.129,56 USD",208.124
5334,Niterra Co. Ltd.,"0,1158%",Auto Parts,JP,"3.774.303,99 USD",125.500
6526,Socionext Inc.,"0,1148%",Semiconductors,JP,"3.743.504,41 USD",128.500
7752,Ricoh Co. Ltd.,"0,1127%",Electronic Office Equipment,JP,"3.676.099,14 USD",411.600
4183,Mitsui Chemicals Inc.,"0,1127%",Chemicals: Diversified,JP,"3.673.336,73 USD",121.500
3088,MatsukiyoCocokara & Co.,"0,1124%",Drug Retailers,JP,"3.665.807,99 USD",259.722
4704,Trend Micro Inc./Japan,"0,1123%",Software,JP,"3.661.849,88 USD",81.300
5844,Kyoto Financial Group Inc.,"0,1117%",Banks,JP,"3.643.233,96 USD",203.200
2897,Nissin Foods Holdings Co. Ltd.,"0,1116%",Food Products,JP,"3.639.511,28 USD",144.500
5831,Shizuoka Financial Group Inc.,"0,1106%",Banks,JP,"3.606.473,32 USD",349.300
3436,SUMCO Corp.,"0,1101%",Semiconductors,JP,"3.590.381,18 USD",239.275
6383,Daifuku Co. Ltd.,"0,1086%",Machinery: Industrial,JP,"3.540.563,17 USD",202.800
9009,Keisei Electric Railway Co. Ltd.,"0,1082%",Railroads,JP,"3.526.938,81 USD",98.200
1911,Sumitomo Forestry Co. Ltd.,"0,105%",Home Construction,JP,"3.425.239,11 USD",99.200
9506,Tohoku Electric Power Co. Inc.,"0,1049%",Conventional Electricity,JP,"3.420.974,26 USD",338.000
9962,MISUMI Group Inc.,"0,1036%",Machinery: Industrial,JP,"3.377.578,67 USD",196.800
6370,Kurita Water Industries Ltd.,"0,1033%",Electronic Equipment: Pollution Control,JP,"3.369.728,59 USD",78.800
8354,Fukuoka Financial Group Inc.,"0,1026%",Banks,JP,"3.345.122,02 USD",114.800
2587,Suntory Beverage & Food Ltd.,"0,1011%",Soft Drinks,JP,"3.297.369,31 USD",90.100
6448,Brother Industries Ltd.,"0,0967%",Electronic Office Equipment,JP,"3.152.447,74 USD",164.200
8952,Japan Real Estate Investment Corp.,"0,0959%",Office REITs,JP,"3.128.206,43 USD",949
4062,Ibiden Co. Ltd.,"0,0959%",Electronic Components,JP,"3.127.307,90 USD",77.600
5406,Kobe Steel Ltd.,"0,094%",Iron and Steel,JP,"3.065.512,11 USD",236.200
9143,SG Holdings Co. Ltd.,"0,0932%",Delivery Services,JP,"3.039.679,28 USD",300.800
4151,Kyowa Kirin Co. Ltd.,"0,0929%",Pharmaceuticals,JP,"3.028.194,34 USD",179.200
3462,Nomura Real Estate Master Fund Inc.,"0,0924%",Diversified REITs,JP,"3.011.427,66 USD",3.204
3626,TIS Inc.,"0,0918%",Computer Services,JP,"2.992.847,69 USD",163.900
6724,Seiko Epson Corp.,"0,0917%",Computer Hardware,JP,"2.989.400,24 USD",185.900
6963,Rohm Co. Ltd.,"0,0912%",Semiconductors,JP,"2.973.466,52 USD",230.407
3289,Tokyu Fudosan Holdings Corp.,"0,0906%",Real Estate Holding and Development,JP,"2.955.555,10 USD",427.671
2413,M3 Inc.,"0,0899%",Health Care Services,JP,"2.930.517,83 USD",302.176
3405,Kuraray Co. Ltd.,"0,0893%",Chemicals and Synthetic Fibers,JP,"2.910.520,22 USD",239.400
6465,Hoshizaki Corp.,"0,0892%",Machinery: Industrial,JP,"2.909.134,88 USD",81.200
3283,Nippon Prologis REIT Inc.,"0,0891%",Industrial REITs,JP,"2.904.649,85 USD",1.761
8953,Japan Metropolitan Fund Invest,"0,0885%",Retail REITs,JP,"2.884.278,85 USD",4.900
8972,KDX Realty Investment Corp.,"0,0873%",Office REITs,JP,"2.846.921,63 USD",2.953
5021,Cosmo Energy Holdings Co. Ltd.,"0,0872%",Oil Refining and Marketing,JP,"2.841.988,15 USD",57.169
4004,Resonac Holdings Corp.,"0,0866%",Chemicals: Diversified,JP,"2.823.975,82 USD",127.815
4768,Otsuka Corp.,"0,0865%",Computer Services,JP,"2.820.800,53 USD",148.700
7453,Ryohin Keikaku Co. Ltd.,"0,0848%",Diversified Retailers,JP,"2.765.819,78 USD",168.300
3281,GLP J-Reit,"0,0847%",Industrial REITs,JP,"2.761.223,71 USD",3.325
3003,Hulic Co. Ltd.,"0,0838%",Real Estate Holding and Development,JP,"2.732.775,89 USD",295.759
9041,Kintetsu Group Holdings Co. Ltd.,"0,0835%",Railroads,JP,"2.721.854,97 USD",128.100
9435,Hikari Tsushin Inc.,"0,0834%",Telecommunications Services,JP,"2.719.042,92 USD",16.600
7167,Mebuki Financial Group Inc.,"0,0823%",Banks,JP,"2.683.999,24 USD",669.700
6113,Amada Co. Ltd.,"0,0823%",Machinery: Specialty,JP,"2.682.223,42 USD",238.000
6965,Hamamatsu Photonics KK,"0,0821%",Semiconductors,JP,"2.677.100,77 USD",91.000
7181,Japan Post Insurance Co. Ltd.,"0,0802%",Life Insurance,JP,"2.616.424,96 USD",136.100
5929,Sanwa Holdings Corp.,"0,0792%",Building Materials: Other,JP,"2.583.453,50 USD",139.200
5332,TOTO Ltd.,"0,0792%",Building Materials: Other,JP,"2.582.477,97 USD",103.500
2702,McDonald's Holdings Co. Japan Ltd.,"0,0788%",Restaurants and Bars,JP,"2.569.524,96 USD",62.700
4021,Nissan Chemical Corp.,"0,0784%",Chemicals: Diversified,JP,"2.557.509,31 USD",92.200
3861,Oji Holdings Corp.,"0,0783%",Paper,JP,"2.553.429,00 USD",632.900
9001,Tobu Railway Co. Ltd.,"0,0782%",Railroads,JP,"2.549.019,06 USD",144.400
8253,Credit Saison Co. Ltd.,"0,0775%",Transaction Processing Services,JP,"2.526.475,55 USD",116.600
4042,Tosoh Corp.,"0,0772%",Chemicals: Diversified,JP,"2.517.487,03 USD",198.500
8984,Daiwa House REIT Investment Corp.,"0,0771%",Residential REITs,JP,"2.514.202,81 USD",1.588
7550,Zensho Holdings Co. Ltd.,"0,0768%",Restaurants and Bars,JP,"2.505.252,47 USD",63.900
9602,Toho Co. Ltd./Tokyo,"0,0767%",Entertainment,JP,"2.501.317,89 USD",79.200
7951,Yamaha Corp.,"0,0758%",Recreational Products,JP,"2.471.012,12 USD",108.800
4182,Mitsubishi Gas Chemical Co. Inc.,"0,0757%",Chemicals: Diversified,JP,"2.467.944,89 USD",131.600
6845,Azbil Corp.,"0,0757%",Electronic Equipment: Gauges and Meters,JP,"2.466.756,18 USD",89.400
6728,Ulvac Inc.,"0,0754%",Production Technology Equipment,JP,"2.458.875,56 USD",34.500
4527,Rohto Pharmaceutical Co. Ltd.,"0,0746%",Pharmaceuticals,JP,"2.433.411,82 USD",138.500
7013,IHI Corp.,"0,0734%",Diversified Industrials,JP,"2.393.071,37 USD",92.900
9007,Odakyu Electric Railway Co. Ltd.,"0,0729%",Travel and Tourism,JP,"2.377.363,90 USD",226.900
9147,NIPPON EXPRESS HOLDINGS Inc.,"0,0727%",Transportation Services,JP,"2.371.253,94 USD",48.100
5101,Yokohama Rubber Co. Ltd.,"0,0723%",Tires,JP,"2.356.804,23 USD",94.000
8804,Tokyo Tatemono Co. Ltd.,"0,0715%",Real Estate Holding and Development,JP,"2.332.816,19 USD",144.100
6806,Hirose Electric Co. Ltd.,"0,0714%",Electronic Components,JP,"2.327.245,54 USD",20.898
5333,NGK Insulators Ltd.,"0,0709%",Electrical Components,JP,"2.310.923,99 USD",173.300
4732,USS Co. Ltd.,"0,0693%",Consumer Services: Misc.,JP,"2.259.728,28 USD",290.000
7731,Nikon Corp.,"0,0691%",Photography,JP,"2.251.888,38 USD",217.100
9024,Seibu Holdings Inc.,"0,069%",Hotels and Motels,JP,"2.249.232,96 USD",151.211
9064,Yamato Holdings Co. Ltd.,"0,0686%",Delivery Services,JP,"2.238.381,11 USD",195.200
7276,Koito Manufacturing Co. Ltd.,"0,0685%",Auto Parts,JP,"2.233.394,00 USD",158.200
1803,Shimizu Corp.,"0,0685%",Construction,JP,"2.232.568,52 USD",403.400
9142,Kyushu Railway Co.,"0,0684%",Travel and Tourism,JP,"2.231.344,67 USD",101.401
4536,Santen Pharmaceutical Co. Ltd.,"0,0678%",Pharmaceuticals,JP,"2.210.793,85 USD",213.400
4005,Sumitomo Chemical Co. Ltd.,"0,0678%",Chemicals: Diversified,JP,"2.209.922,36 USD",1.077.500
3038,Kobe Bussan Co. Ltd.,"0,0677%",Food Retailers and Wholesalers,JP,"2.208.506,16 USD",99.700
4613,Kansai Paint Co. Ltd.,"0,0675%",Paints and Coatings,JP,"2.200.769,99 USD",132.000
6302,Sumitomo Heavy Industries Ltd.,"0,0672%",Machinery: Industrial,JP,"2.190.384,68 USD",80.800
2282,NH Foods Ltd.,"0,067%",Food Products,JP,"2.185.574,47 USD",71.300
6856,Horiba Ltd.,"0,067%",Electronic Equipment: Gauges and Meters,JP,"2.183.970,22 USD",27.500
3197,Skylark Holdings Co. Ltd.,"0,0667%",Restaurants and Bars,JP,"2.174.478,50 USD",158.052
9202,ANA Holdings Inc.,"0,0655%",Airlines,JP,"2.137.344,13 USD",112.257
8359,Hachijuni Bank Ltd.,"0,0653%",Banks,JP,"2.129.510,96 USD",308.000
6141,DMG Mori Co. Ltd.,"0,065%",Machinery: Tools,JP,"2.118.209,30 USD",74.500
8963,Invincible Investment Corp.,"0,0645%",Hotel and Lodging REITs,JP,"2.102.742,05 USD",4.838
8136,Sanrio Co. Ltd.,"0,0637%",Toys,JP,"2.075.809,60 USD",134.600
1808,Haseko Corp.,"0,0636%",Home Construction,JP,"2.072.608,74 USD",183.700
2002,Nisshin Seifun Group Inc.,"0,0634%",Fruit and Grain Processing,JP,"2.066.197,14 USD",184.275
6305,Hitachi Construction Machinery Co. Ltd.,"0,063%",Machinery: Construction and Handling,JP,"2.055.426,52 USD",76.000
8088,Iwatani Corp.,"0,063%",Gas Distribution,JP,"2.054.233,99 USD",35.400
5938,Lixil Corp.,"0,0626%",Building Materials: Other,JP,"2.040.647,17 USD",185.900
7459,MediPal Holdings Corp.,"0,0617%",Drug Retailers,JP,"2.012.673,65 USD",136.800
3231,Nomura Real Estate Holdings Inc.,"0,0617%",Real Estate Holding and Development,JP,"2.012.496,10 USD",78.300
4186,Tokyo Ohka Kogyo Co. Ltd.,"0,0616%",Specialty Chemicals,JP,"2.008.972,60 USD",77.000
7747,Asahi Intecc Co. Ltd.,"0,0616%",Medical Equipment,JP,"2.008.875,37 USD",139.560
4403,NOF Corp.,"0,0614%",Chemicals: Diversified,JP,"2.002.812,69 USD",155.500
9513,Electric Power Development Co. Ltd.,"0,0614%",Conventional Electricity,JP,"2.000.473,77 USD",119.100
5233,Taiheiyo Cement Corp.,"0,0613%",Cement,JP,"1.998.556,75 USD",80.200
9008,Keio Corp.,"0,0611%",Travel and Tourism,JP,"1.991.388,84 USD",82.700
